query,issue,category,query_preprocessed,vocab
pensioendiensten,socZek,expanded,pensioendiensten,True
pensioennota,socZek,expanded,pensioennota,True
pensioenfonsen,socZek,expanded,pensioenfonsen,True
pensioenfinanciering,socZek,expanded,pensioenfinanciering,True
pensioenfondsenrichtlijn,socZek,expanded,pensioenfondsenrichtlijn,True
pensioenenstelsel,socZek,expanded,pensioenenstelsel,True
pensioenspaarpotten,socZek,expanded,pensioenspaarpotten,True
pensioenvraagstukken,socZek,expanded,pensioenvraagstukken,True
pensioenresultaten,socZek,expanded,pensioenresultaten,True
pensioeninvesteerder,socZek,expanded,pensioeninvesteerder,True
pensioenshervormingen,socZek,expanded,pensioenshervormingen,True
pensioenellende,socZek,expanded,pensioenellende,True
pensioenwensen,socZek,expanded,pensioenwensen,True
pensioenprogramma,socZek,expanded,pensioenprogramma,True
pensioengroep,socZek,expanded,pensioengroep,True
pensioenmogelijkheden,socZek,expanded,pensioenmogelijkheden,True
pensioenwinkel,socZek,expanded,pensioenwinkel,True
pensioenzekerheden,socZek,expanded,pensioenzekerheden,True
pensioentoelage,socZek,expanded,pensioentoelage,True
pensioenstrijd,socZek,expanded,pensioenstrijd,True
pensioenrendement,socZek,expanded,pensioenrendement,True
pensioenfiscalist,socZek,expanded,pensioenfiscalist,True
pensioenstaking,socZek,expanded,pensioenstaking,True
pensioenruzie,socZek,expanded,pensioenruzie,True
pensioengangers,socZek,expanded,pensioengangers,True
pensioeninzicht,socZek,expanded,pensioeninzicht,True
pensioeneconoom,socZek,expanded,pensioeneconoom,True
pensioenpapieren,socZek,expanded,pensioenpapieren,True
pensioenenrichtlijn,socZek,expanded,pensioenenrichtlijn,True
pensioenclaims,socZek,expanded,pensioenclaims,True
pensioensfondsen,socZek,expanded,pensioensfondsen,True
pensioensvoorzieningen,socZek,expanded,pensioensvoorzieningen,True
pensioenconsultants,socZek,expanded,pensioenconsultants,True
pensioenadviesbedrijf,socZek,expanded,pensioenadviesbedrijf,True
pensioeninstituut,socZek,expanded,pensioeninstituut,True
pensioenachterstand,socZek,expanded,pensioenachterstand,True
pensioenindex,socZek,expanded,pensioenindex,True
pensioengroei,socZek,expanded,pensioengroei,True
pensioensfonds,socZek,expanded,pensioensfonds,True
pensioenactuaris,socZek,expanded,pensioenactuaris,True
pensioenbalans,socZek,expanded,pensioenbalans,True
pensioenreservering,socZek,expanded,pensioenreservering,True
pensioenactiedag,socZek,expanded,pensioenactiedag,True
pensioendochters,socZek,expanded,pensioendochters,True
pensioenmanagement,socZek,expanded,pensioenmanagement,True
pensioengerelateerde,socZek,expanded,pensioengerelateerde,True
pensioenverhaal,socZek,expanded,pensioenverhaal,True
pensioenwinst,socZek,expanded,pensioenwinst,True
pensioenwijzigingen,socZek,expanded,pensioenwijzigingen,True
pensioentop,socZek,expanded,pensioentop,True
pensioenhoogleraar,socZek,expanded,pensioenhoogleraar,True
pensioenperspectief,socZek,expanded,pensioenperspectief,True
pensioenprotest,socZek,expanded,pensioenprotest,True
pensioenregelgeving,socZek,expanded,pensioenregelgeving,True
pensioenkeuzes,socZek,expanded,pensioenkeuzes,True
pensioenvernieuwing,socZek,expanded,pensioenvernieuwing,True
pensioenadministrateur,socZek,expanded,pensioenadministrateur,True
pensioenoverschot,socZek,expanded,pensioenoverschot,True
pensioenautoriteit,socZek,expanded,pensioenautoriteit,True
pensioenspaarregeling,socZek,expanded,pensioenspaarregeling,True
pensioenindexering,socZek,expanded,pensioenindexering,True
pensioendoelstelling,socZek,expanded,pensioendoelstelling,True
pensioenaanvullingen,socZek,expanded,pensioenaanvullingen,True
pensioenlabel,socZek,expanded,pensioenlabel,True
pensioencursus,socZek,expanded,pensioencursus,True
pensioenbijdrages,socZek,expanded,pensioenbijdrages,True
pensioenpolder,socZek,expanded,pensioenpolder,True
pensioenuitvoeringsorganisaties,socZek,expanded,pensioenuitvoeringsorganisaties,True
pensioenfondswereld,socZek,expanded,pensioenfondswereld,True
pensioenvoorlichting,socZek,expanded,pensioenvoorlichting,True
pensioenhiaat,socZek,expanded,pensioenhiaat,True
pensioensgerechtigden,socZek,expanded,pensioensgerechtigden,True
pensioensite,socZek,expanded,pensioensite,True
pensioenkapitalen,socZek,expanded,pensioenkapitalen,True
pensioenbuffer,socZek,expanded,pensioenbuffer,True
pensioensystematiek,socZek,expanded,pensioensystematiek,True
pensioenuitkomsten,socZek,expanded,pensioenuitkomsten,True
pensioenovereenkomsten,socZek,expanded,pensioenovereenkomsten,True
pensioenfond,socZek,expanded,pensioenfond,True
pensioentoekomst,socZek,expanded,pensioentoekomst,True
pensioencijfers,socZek,expanded,pensioencijfers,True
pensioeneis,socZek,expanded,pensioeneis,True
pensioencheck,socZek,expanded,pensioencheck,True
pensioengeldbeheerder,socZek,expanded,pensioengeldbeheerder,True
pensioenbouw,socZek,expanded,pensioenbouw,True
pensioenstrateeg,socZek,expanded,pensioenstrateeg,True
pensioencenten,socZek,expanded,pensioencenten,True
pensioenverzekerden,socZek,expanded,pensioenverzekerden,True
pensioendroom,socZek,expanded,pensioendroom,True
pensioenleed,socZek,expanded,pensioenleed,True
pensioenbijeenkomst,socZek,expanded,pensioenbijeenkomst,True
pensioenkaart,socZek,expanded,pensioenkaart,True
pensioenfondsvoorzitter,socZek,expanded,pensioenfondsvoorzitter,True
pensioenmaterie,socZek,expanded,pensioenmaterie,True
pensioenadviezen,socZek,expanded,pensioenadviezen,True
pensioenwinsten,socZek,expanded,pensioenwinsten,True
pensioentoeslag,socZek,expanded,pensioentoeslag,True
pensioenvarianten,socZek,expanded,pensioenvarianten,True
pensioencompensatie,socZek,expanded,pensioencompensatie,True
pensioenprofessionals,socZek,expanded,pensioenprofessionals,True
pensioenschijf,socZek,expanded,pensioenschijf,True
pensioenspaarvarken,socZek,expanded,pensioenspaarvarken,True
pensioentegenvallers,socZek,expanded,pensioentegenvallers,True
pensioenopbrengsten,socZek,expanded,pensioenopbrengsten,True
pensioenopbouwers,socZek,expanded,pensioenopbouwers,True
pensioenregel,socZek,expanded,pensioenregel,True
pensioendag,socZek,expanded,pensioendag,True
pensioenvoordeel,socZek,expanded,pensioenvoordeel,True
pensioenhuis,socZek,expanded,pensioenhuis,True
pensioengesprekken,socZek,expanded,pensioengesprekken,True
pensioenvorming,socZek,expanded,pensioenvorming,True
pensioenstrookje,socZek,expanded,pensioenstrookje,True
pensioendebacle,socZek,expanded,pensioendebacle,True
pensioenarrangementen,socZek,expanded,pensioenarrangementen,True
pensioenvermogensbeheerder,socZek,expanded,pensioenvermogensbeheerder,True
pensioenonderdeel,socZek,expanded,pensioenonderdeel,True
pensioenfondssector,socZek,expanded,pensioenfondssector,True
pensioenprijsvechter,socZek,expanded,pensioenprijsvechter,True
pensioeninkomens,socZek,expanded,pensioeninkomens,True
pensioenbeding,socZek,expanded,pensioenbeding,True
pensioenvakblad,socZek,expanded,pensioenvakblad,True
pensioenbanken,socZek,expanded,pensioenbanken,True
pensioeninkoop,socZek,expanded,pensioeninkoop,True
pensioenonzekerheid,socZek,expanded,pensioenonzekerheid,True
pensioenverliezen,socZek,expanded,pensioenverliezen,True
pensioenregimes,socZek,expanded,pensioenregimes,True
pensioensregelingen,socZek,expanded,pensioensregelingen,True
pensioenenmarkt,socZek,expanded,pensioenenmarkt,True
pensioenontwikkelingen,socZek,expanded,pensioenontwikkelingen,True
pensioenjuristen,socZek,expanded,pensioenjuristen,True
pensioenpaus,socZek,expanded,pensioenpaus,True
pensioenenland,socZek,expanded,pensioenenland,True
pensioenfondsdeelnemer,socZek,expanded,pensioenfondsdeelnemer,True
pensioenbom,socZek,expanded,pensioenbom,True
pensioenduur,socZek,expanded,pensioenduur,True
pensioenbesprekingen,socZek,expanded,pensioenbesprekingen,True
pensioenberg,socZek,expanded,pensioenberg,True
pensioenspaarplan,socZek,expanded,pensioenspaarplan,True
pensioensymposium,socZek,expanded,pensioensymposium,True
pensioensverhoging,socZek,expanded,pensioensverhoging,True
pensioenfaciliteiten,socZek,expanded,pensioenfaciliteiten,True
pensioenexpertise,socZek,expanded,pensioenexpertise,True
pensioenpremiebetalers,socZek,expanded,pensioenpremiebetalers,True
pensioenspaarpotje,socZek,expanded,pensioenspaarpotje,True
pensioenpoot,socZek,expanded,pensioenpoot,True
pensioenfondsbeleggingen,socZek,expanded,pensioenfondsbeleggingen,True
pensioenprotocol,socZek,expanded,pensioenprotocol,True
pensioenstandpunt,socZek,expanded,pensioenstandpunt,True
pensioenverstrekkers,socZek,expanded,pensioenverstrekkers,True
pensioendiefstal,socZek,expanded,pensioendiefstal,True
pensioenbewuster,socZek,expanded,pensioenbewuster,True
pensioenmiddelen,socZek,expanded,pensioenmiddelen,True
pensioendomein,socZek,expanded,pensioendomein,True
pensioendotatie,socZek,expanded,pensioendotatie,True
pensioendoel,socZek,expanded,pensioendoel,True
pensioenbericht,socZek,expanded,pensioenbericht,True
pensioendossiers,socZek,expanded,pensioendossiers,True
pensioenfatsoen,socZek,expanded,pensioenfatsoen,True
pensioenspaarregelingen,socZek,expanded,pensioenspaarregelingen,True
pensioenberaad,socZek,expanded,pensioenberaad,True
pensioendriedaagse,socZek,expanded,pensioendriedaagse,True
pensioencentrum,socZek,expanded,pensioencentrum,True
pensioenverstrekker,socZek,expanded,pensioenverstrekker,True
pensioenafspraak,socZek,expanded,pensioenafspraak,True
pensioenboekhouden,socZek,expanded,pensioenboekhouden,True
pensioenstudie,socZek,expanded,pensioenstudie,True
pensioenbijeenkomsten,socZek,expanded,pensioenbijeenkomsten,True
pensioendenken,socZek,expanded,pensioendenken,True
pensioendagen,socZek,expanded,pensioendagen,True
pensioenbehoeften,socZek,expanded,pensioenbehoeften,True
pensioenconsument,socZek,expanded,pensioenconsument,True
pensioenvak,socZek,expanded,pensioenvak,True
pensioenfusie,socZek,expanded,pensioenfusie,True
pensioendiscussies,socZek,expanded,pensioendiscussies,True
pensioenbezuinigingen,socZek,expanded,pensioenbezuinigingen,True
pensioenrechtadvocaat,socZek,expanded,pensioenrechtadvocaat,True
pensioenafkoop,socZek,expanded,pensioenafkoop,True
pensioenbeslissingen,socZek,expanded,pensioenbeslissingen,True
pensioenaffaire,socZek,expanded,pensioenaffaire,True
pensioenactie,socZek,expanded,pensioenactie,True
pensioenherstel,socZek,expanded,pensioenherstel,True
pensioencentjes,socZek,expanded,pensioencentjes,True
pensioenonderhandelaartje,socZek,expanded,pensioenonderhandelaartje,True
pensioendeling,socZek,expanded,pensioendeling,True
pensioenwijziging,socZek,expanded,pensioenwijziging,True
pensioenaanpassing,socZek,expanded,pensioenaanpassing,True
pensioenbesluit,socZek,expanded,pensioenbesluit,True
pensioencompromis,socZek,expanded,pensioencompromis,True
pensioenfeestje,socZek,expanded,pensioenfeestje,True
pensioenaanpassingen,socZek,expanded,pensioenaanpassingen,True
pensioenschema,socZek,expanded,pensioenschema,True
pensioentechnisch,socZek,expanded,pensioentechnisch,True
pensioenrendementen,socZek,expanded,pensioenrendementen,True
pensioenanalfabetisme,socZek,expanded,pensioenanalfabetisme,True
pensioenbond,socZek,expanded,pensioenbond,True
pensioenfondsmanager,socZek,expanded,pensioenfondsmanager,True
pensioendienst,socZek,expanded,pensioendienst,True
pensioendeelname,socZek,expanded,pensioendeelname,True
pensioenrevolutie,socZek,expanded,pensioenrevolutie,True
pensioenheffing,socZek,expanded,pensioenheffing,True
pensioenmanager,socZek,expanded,pensioenmanager,True
pensioenenuitkeringen,socZek,expanded,pensioenenuitkeringen,True
pensioenfondsvermogen,socZek,expanded,pensioenfondsvermogen,True
pensioenstandaard,socZek,expanded,pensioenstandaard,True
pensioenpremiestijging,socZek,expanded,pensioenpremiestijging,True
pensioenspaarplannen,socZek,expanded,pensioenspaarplannen,True
pensioenloket,socZek,expanded,pensioenloket,True
pensioenschulden,socZek,expanded,pensioenschulden,True
pensioenfondsdirecties,socZek,expanded,pensioenfondsdirecties,True
pensioenvraag,socZek,expanded,pensioenvraag,True
pensioentips,socZek,expanded,pensioentips,True
pensioenrapport,socZek,expanded,pensioenrapport,True
pensioenreserveringen,socZek,expanded,pensioenreserveringen,True
pensioenoorlog,socZek,expanded,pensioenoorlog,True
pensioenproces,socZek,expanded,pensioenproces,True
pensioeners,socZek,expanded,pensioeners,True
pensioensolidariteit,socZek,expanded,pensioensolidariteit,True
pensioenbezittingen,socZek,expanded,pensioenbezittingen,True
pensioenonderwerpen,socZek,expanded,pensioenonderwerpen,True
pensioenparadijs,socZek,expanded,pensioenparadijs,True
pensioenopbrengst,socZek,expanded,pensioenopbrengst,True
pensioenkeuze,socZek,expanded,pensioenkeuze,True
pensioenfondsbelegger,socZek,expanded,pensioenfondsbelegger,True
pensioenreparaties,socZek,expanded,pensioenreparaties,True
pensioenonderzoeker,socZek,expanded,pensioenonderzoeker,True
pensioenruzies,socZek,expanded,pensioenruzies,True
pensioenvermogensbeheerders,socZek,expanded,pensioenvermogensbeheerders,True
pensioengevolgen,socZek,expanded,pensioengevolgen,True
pensioenvooruitzicht,socZek,expanded,pensioenvooruitzicht,True
pensioeninstantie,socZek,expanded,pensioeninstantie,True
pensioenopgaven,socZek,expanded,pensioenopgaven,True
pensioenvakanties,socZek,expanded,pensioenvakanties,True
pensioenmigranten,socZek,expanded,pensioenmigranten,True
pensioensores,socZek,expanded,pensioensores,True
pensioenoverschotten,socZek,expanded,pensioenoverschotten,True
pensioenstakingen,socZek,expanded,pensioenstakingen,True
pensioenmaand,socZek,expanded,pensioenmaand,True
pensioenadministraties,socZek,expanded,pensioenadministraties,True
pensioeninfo,socZek,expanded,pensioeninfo,True
pensioenloze,socZek,expanded,pensioenloze,True
pensioenruimte,socZek,expanded,pensioenruimte,True
pensioenaanpak,socZek,expanded,pensioenaanpak,True
pensioenbetalers,socZek,expanded,pensioenbetalers,True
pensioenpolitiek,socZek,expanded,pensioenpolitiek,True
pensioenbus,socZek,expanded,pensioenbus,True
pensioenplaatje,socZek,expanded,pensioenplaatje,True
pensioenintermediair,socZek,expanded,pensioenintermediair,True
pensioenontslagbeding,socZek,expanded,pensioenontslagbeding,True
pensioenwetenschappers,socZek,expanded,pensioenwetenschappers,True
pensioenbijsluiter,socZek,expanded,pensioenbijsluiter,True
pensioenfondsklanten,socZek,expanded,pensioenfondsklanten,True
pensioenrijkdom,socZek,expanded,pensioenrijkdom,True
pensioenontvanger,socZek,expanded,pensioenontvanger,True
pensioenopbouwpercentage,socZek,expanded,pensioenopbouwpercentage,True
pensioenadvocaten,socZek,expanded,pensioenadvocaten,True
pensioenterrein,socZek,expanded,pensioenterrein,True
pensioenstrop,socZek,expanded,pensioenstrop,True
pensioenportefeuilles,socZek,expanded,pensioenportefeuilles,True
pensioengeldbeheerders,socZek,expanded,pensioengeldbeheerders,True
pensioenvlak,socZek,expanded,pensioenvlak,True
pensioenfondsenkantoor,socZek,expanded,pensioenfondsenkantoor,True
pensioencomponent,socZek,expanded,pensioencomponent,True
pensioenconstructie,socZek,expanded,pensioenconstructie,True
pensioencommissies,socZek,expanded,pensioencommissies,True
pensioenaftopping,socZek,expanded,pensioenaftopping,True
pensioenbedrog,socZek,expanded,pensioenbedrog,True
pensioenzaak,socZek,expanded,pensioenzaak,True
pensioenblad,socZek,expanded,pensioenblad,True
pensioenbv,socZek,expanded,pensioenbv,True
pensioenclaim,socZek,expanded,pensioenclaim,True
pensioenparagraaf,socZek,expanded,pensioenparagraaf,True
pensioenkenners,socZek,expanded,pensioenkenners,True
pensioenplatform,socZek,expanded,pensioenplatform,True
pensioenforum,socZek,expanded,pensioenforum,True
pensioenartikel,socZek,expanded,pensioenartikel,True
pensioenshervorming,socZek,expanded,pensioenshervorming,True
pensioenpartij,socZek,expanded,pensioenpartij,True
pensioengeldbelegger,socZek,expanded,pensioengeldbelegger,True
pensioenbelasting,socZek,expanded,pensioenbelasting,True
pensioenrekenleeftijd,socZek,expanded,pensioenrekenleeftijd,True
pensioenfondsmanagers,socZek,expanded,pensioenfondsmanagers,True
pensioenobligatie,socZek,expanded,pensioenobligatie,True
pensioenfondsje,socZek,expanded,pensioenfondsje,True
pensioenpartner,socZek,expanded,pensioenpartner,True
pensioenleven,socZek,expanded,pensioenleven,True
pensioenkolos,socZek,expanded,pensioenkolos,True
pensioenpost,socZek,expanded,pensioenpost,True
pensioenleugen,socZek,expanded,pensioenleugen,True
pensioenrel,socZek,expanded,pensioenrel,True
pensioenwebsite,socZek,expanded,pensioenwebsite,True
pensioenverschillen,socZek,expanded,pensioenverschillen,True
pensioencaf,socZek,expanded,pensioencaf,True
pensioenbeheerkosten,socZek,expanded,pensioenbeheerkosten,True
pensioenaanbod,socZek,expanded,pensioenaanbod,True
pensioencheques,socZek,expanded,pensioencheques,True
pensioenvennootschappen,socZek,expanded,pensioenvennootschappen,True
pensioenkader,socZek,expanded,pensioenkader,True
pensioensubsidies,socZek,expanded,pensioensubsidies,True
pensioenconsulent,socZek,expanded,pensioenconsulent,True
pensioenenfondsen,socZek,expanded,pensioenenfondsen,True
pensioenopleidingen,socZek,expanded,pensioenopleidingen,True
pensioenshoppen,socZek,expanded,pensioenshoppen,True
pensioenschip,socZek,expanded,pensioenschip,True
pensioenles,socZek,expanded,pensioenles,True
pensioengarantiefonds,socZek,expanded,pensioengarantiefonds,True
pensioentermijnen,socZek,expanded,pensioentermijnen,True
pensioenverkopen,socZek,expanded,pensioenverkopen,True
pensioentype,socZek,expanded,pensioentype,True
pensioensalaris,socZek,expanded,pensioensalaris,True
pensioentermen,socZek,expanded,pensioentermen,True
pensioenkant,socZek,expanded,pensioenkant,True
pensioenprotesten,socZek,expanded,pensioenprotesten,True
